id_nodo,gas,temperatura,distancia,tiempo,tipo
4,241,103,36,2023-02-08 09:55:37Z,roja
7,194,128,6,2023-04-18 16:26:33Z,roja
5,483,14,16,2023-01-05 08:56:06Z,verde
1,160,136,47,2023-01-11 14:19:41Z,roja
2,485,95,43,2023-01-16 12:58:04Z,amarilla
0,339,93,39,2023-04-28 08:33:39Z,amarilla
8,153,30,15,2023-04-23 14:48:13Z,verde
0,84,184,41,2023-01-21 05:25:06Z,roja
6,163,46,38,2023-02-05 14:57:08Z,verde
0,434,121,49,2023-04-06 13:20:14Z,roja
3,403,180,44,2023-01-20 04:18:13Z,roja
0,473,198,26,2023-01-23 08:11:15Z,roja
1,177,205,11,2023-01-23 10:49:44Z,roja
4,57,121,26,2023-02-18 10:45:48Z,roja
8,384,112,47,2023-02-02 09:00:02Z,roja
8,447,67,37,2023-04-21 00:51:23Z,amarilla
5,357,22,21,2023-03-19 21:42:29Z,verde
4,16,64,9,2023-01-30 04:25:44Z,amarilla
5,41,209,2,2023-03-19 12:43:56Z,roja
4,433,142,3,2023-04-10 17:03:19Z,roja
1,244,16,23,2023-03-29 18:40:57Z,verde
0,177,192,37,2023-03-13 07:10:44Z,roja
2,137,80,23,2023-01-22 07:39:41Z,amarilla
1,83,218,19,2023-01-23 18:56:15Z,roja
7,191,179,44,2023-01-11 03:44:08Z,roja
3,325,153,1,2023-02-01 14:20:17Z,roja
8,160,123,14,2023-01-27 02:20:47Z,roja
9,24,103,36,2023-02-04 06:29:56Z,roja
4,361,60,22,2023-01-20 12:20:54Z,amarilla
7,255,146,17,2023-04-05 21:36:46Z,roja
8,371,199,27,2023-03-04 07:05:46Z,roja
7,250,142,15,2023-04-01 22:46:27Z,roja
0,90,199,1,2023-04-23 10:32:19Z,roja
5,300,78,22,2023-03-15 00:00:49Z,amarilla
7,275,199,16,2023-02-26 04:38:00Z,roja
2,183,58,5,2023-02-28 09:36:13Z,amarilla
5,155,79,32,2023-02-06 08:44:26Z,amarilla
8,32,226,31,2023-03-16 00:21:40Z,roja
1,176,15,40,2023-03-02 12:36:13Z,verde
1,124,124,49,2023-04-08 20:17:14Z,roja
5,76,85,24,2023-04-12 17:36:51Z,amarilla
2,10,100,40,2023-03-02 19:11:49Z,amarilla
8,350,99,45,2023-03-18 04:28:23Z,amarilla
1,473,143,30,2023-01-04 16:49:35Z,roja
1,259,72,47,2023-01-03 08:25:02Z,amarilla
9,275,48,10,2023-04-24 03:25:23Z,verde
2,272,85,8,2023-04-16 19:29:58Z,amarilla
8,223,17,20,2023-03-24 04:05:56Z,verde
0,381,86,10,2023-04-06 17:41:10Z,amarilla
5,12,27,25,2023-04-10 11:34:32Z,verde
0,418,236,22,2023-03-06 10:14:17Z,roja
3,463,175,28,2023-03-22 00:44:16Z,roja
1,101,172,0,2023-01-23 07:35:21Z,roja
9,134,47,48,2023-02-12 04:15:54Z,verde
9,252,162,28,2023-02-02 18:32:46Z,roja
3,286,47,18,2023-03-06 05:54:41Z,verde
9,475,162,44,2023-03-26 15:32:00Z,roja
7,317,150,47,2023-03-16 01:45:48Z,roja
0,241,153,2,2023-04-27 15:00:00Z,roja
6,467,98,23,2023-02-15 02:50:14Z,amarilla
5,360,102,10,2023-03-13 14:49:54Z,roja
3,74,215,39,2023-03-19 16:51:58Z,roja
0,376,96,5,2023-01-19 15:38:56Z,amarilla
1,336,199,23,2023-04-02 01:21:09Z,roja
2,351,130,25,2023-03-13 10:09:22Z,roja
7,16,57,12,2023-02-28 11:08:15Z,amarilla
9,316,94,19,2023-01-24 21:47:37Z,amarilla
2,355,240,41,2023-03-19 02:11:47Z,roja
3,496,12,1,2023-03-03 13:51:00Z,verde
7,428,157,49,2023-01-27 06:12:33Z,roja
1,173,138,21,2023-03-21 19:03:03Z,roja
9,36,125,15,2023-01-21 09:13:44Z,roja
7,141,24,7,2023-03-20 20:54:34Z,verde
0,156,224,21,2023-01-12 21:02:56Z,roja
0,220,187,30,2023-04-18 02:46:20Z,roja
4,215,96,38,2023-03-04 04:10:08Z,amarilla
5,11,202,18,2023-03-30 07:18:42Z,roja
3,453,208,39,2023-01-07 22:47:47Z,roja
5,470,38,47,2023-02-08 09:50:46Z,verde
9,381,111,12,2023-03-04 08:26:02Z,roja
8,197,21,39,2023-03-29 03:11:19Z,verde
4,351,25,31,2023-04-05 00:53:51Z,verde
0,239,164,39,2023-04-05 10:26:21Z,roja
8,324,195,10,2023-03-04 15:41:35Z,roja
6,478,199,10,2023-04-17 13:24:08Z,roja
9,451,56,12,2023-04-22 07:43:52Z,amarilla
4,374,250,19,2023-03-10 11:14:09Z,roja
0,135,101,40,2023-03-11 12:50:55Z,roja
9,421,63,4,2023-02-03 16:21:50Z,amarilla
6,325,63,10,2023-03-03 00:53:52Z,amarilla
7,89,186,36,2023-01-16 17:10:01Z,roja
5,34,76,37,2023-02-27 05:30:46Z,amarilla
9,63,120,34,2023-02-14 01:50:01Z,roja
1,293,28,3,2023-03-06 13:35:40Z,verde
6,11,178,22,2023-04-02 12:40:22Z,roja
2,157,103,38,2023-02-22 08:07:10Z,roja
5,224,98,2,2023-02-19 15:53:10Z,amarilla
9,57,169,22,2023-04-20 06:18:20Z,roja
2,419,17,23,2023-04-02 03:12:33Z,verde
7,178,208,48,2023-03-27 02:58:27Z,roja
5,400,86,45,2023-04-29 10:49:50Z,amarilla
9,115,164,28,2023-04-23 21:43:56Z,roja
0,288,28,9,2023-04-25 13:11:20Z,verde
4,406,37,23,2023-04-12 03:44:42Z,verde
0,120,211,48,2023-01-19 04:04:42Z,roja
4,150,145,47,2023-04-07 11:16:38Z,roja
7,161,150,41,2023-02-27 01:33:12Z,roja
0,474,35,7,2023-04-28 09:01:16Z,verde
6,121,20,48,2023-04-17 08:14:26Z,verde
8,194,187,8,2023-02-09 16:58:08Z,roja
9,423,124,36,2023-03-19 11:50:37Z,roja
3,60,67,9,2023-03-02 04:11:56Z,amarilla
6,194,25,37,2023-04-09 01:19:17Z,verde
0,272,248,16,2023-01-21 16:43:34Z,roja
8,89,78,1,2023-01-19 04:48:55Z,amarilla
9,213,85,22,2023-04-16 15:45:17Z,amarilla
0,45,50,42,2023-01-22 00:28:13Z,amarilla
8,130,191,27,2023-04-06 21:07:27Z,roja
4,458,23,44,2023-03-27 19:03:47Z,verde
1,31,98,36,2023-02-06 00:47:27Z,amarilla
5,132,121,18,2023-02-11 20:49:09Z,roja
6,477,175,6,2023-02-03 06:38:10Z,roja
4,498,61,10,2023-01-09 14:06:39Z,amarilla
0,363,217,16,2023-02-10 11:10:57Z,roja
9,478,117,17,2023-01-21 17:29:48Z,roja
9,489,221,39,2023-01-16 18:12:03Z,roja
7,437,84,7,2023-04-23 22:09:58Z,amarilla
1,394,55,47,2023-03-27 10:21:09Z,amarilla
7,222,152,25,2023-03-08 08:21:45Z,roja
3,60,180,46,2023-01-04 18:31:38Z,roja
3,170,46,1,2023-01-21 02:43:40Z,verde
7,378,134,37,2023-02-22 09:46:37Z,roja
9,156,90,29,2023-04-05 10:33:36Z,amarilla
5,377,120,7,2023-03-03 04:15:01Z,roja
9,253,14,21,2023-02-02 08:07:51Z,verde
4,102,243,49,2023-03-11 07:17:06Z,roja
2,413,165,44,2023-02-05 20:34:22Z,roja
4,488,79,4,2023-02-12 04:12:28Z,amarilla
9,492,26,33,2023-03-04 14:56:43Z,verde
2,364,144,36,2023-02-15 01:14:17Z,roja
6,116,78,2,2023-03-01 21:06:52Z,amarilla
7,274,118,41,2023-03-16 08:56:25Z,roja
9,434,28,22,2023-03-15 18:08:14Z,verde
7,111,152,23,2023-02-26 03:00:37Z,roja
9,22,132,13,2023-03-07 10:51:20Z,roja
5,415,109,39,2023-01-06 07:17:44Z,roja
5,52,193,19,2023-01-19 20:48:25Z,roja
4,186,214,37,2023-02-12 05:40:22Z,roja
9,175,184,18,2023-03-23 02:39:19Z,roja
9,383,48,48,2023-01-20 07:57:30Z,verde
1,297,249,25,2023-02-04 22:02:04Z,roja
6,338,179,36,2023-04-04 04:42:44Z,roja
6,337,247,34,2023-02-16 02:22:24Z,roja
5,376,27,27,2023-01-22 18:40:16Z,verde
2,22,236,6,2023-02-21 12:44:46Z,roja
0,21,247,27,2023-03-13 13:55:40Z,roja
2,380,239,24,2023-01-28 01:54:04Z,roja
9,139,179,35,2023-01-31 15:50:39Z,roja
9,319,17,0,2023-03-17 04:05:19Z,verde
9,161,186,19,2023-04-21 06:41:51Z,roja
2,189,239,31,2023-04-17 07:15:49Z,roja
6,17,41,18,2023-01-28 09:41:57Z,verde
9,491,118,23,2023-04-12 17:32:56Z,roja
4,79,230,18,2023-04-29 07:44:04Z,roja
4,285,98,43,2023-03-08 01:17:09Z,amarilla
7,198,230,41,2023-02-21 11:30:16Z,roja
9,32,53,20,2023-04-11 09:23:13Z,amarilla
7,32,192,15,2023-04-26 04:28:39Z,roja
8,229,143,26,2023-01-20 20:15:32Z,roja
7,295,72,45,2023-01-19 05:51:45Z,amarilla
2,466,115,21,2023-01-15 12:20:47Z,roja
4,319,169,39,2023-02-07 06:29:57Z,roja
8,296,168,11,2023-01-09 00:14:47Z,roja
5,13,175,24,2023-03-28 17:43:12Z,roja
8,13,137,2,2023-02-12 21:35:15Z,roja
4,378,140,36,2023-04-15 10:17:32Z,roja
7,358,171,5,2023-04-08 12:42:13Z,roja
6,143,120,2,2023-01-03 15:18:11Z,roja
1,98,148,3,2023-04-29 20:16:53Z,roja
6,92,20,32,2023-01-30 02:03:31Z,verde
7,152,238,16,2023-04-10 10:36:14Z,roja
2,429,221,20,2023-03-31 12:49:56Z,roja
1,471,186,29,2023-02-13 10:11:08Z,roja
0,37,71,46,2023-03-21 01:48:17Z,amarilla
7,385,68,5,2023-04-09 08:29:41Z,amarilla
9,260,250,42,2023-01-31 01:09:02Z,roja
2,420,188,36,2023-04-09 20:45:08Z,roja
8,237,144,0,2023-02-01 14:49:37Z,roja
8,20,12,6,2023-04-08 18:44:07Z,verde
8,227,86,48,2023-01-14 12:36:55Z,amarilla
5,364,139,24,2023-01-31 18:32:12Z,roja
0,484,155,17,2023-03-26 01:56:23Z,roja
5,386,74,48,2023-02-06 11:17:00Z,amarilla
8,351,225,46,2023-02-10 12:54:34Z,roja
6,405,192,14,2023-04-02 19:33:57Z,roja
1,478,204,14,2023-02-03 12:02:53Z,roja
7,494,19,31,2023-04-03 16:23:27Z,verde
5,219,147,31,2023-01-03 17:27:26Z,roja
1,113,172,41,2023-01-08 06:23:31Z,roja
5,142,115,46,2023-01-17 01:49:33Z,roja
3,299,127,7,2023-03-18 11:17:25Z,roja
4,256,62,38,2023-04-24 15:06:03Z,amarilla
3,101,11,34,2023-01-11 14:24:36Z,verde
0,271,27,31,2023-04-20 14:52:13Z,verde
7,350,153,34,2023-02-14 02:09:27Z,roja
1,151,118,16,2023-04-23 09:40:01Z,roja
6,275,135,33,2023-02-09 17:27:10Z,roja
6,40,31,46,2023-02-17 05:18:26Z,verde
8,370,27,34,2023-03-12 16:27:32Z,verde
6,376,212,27,2023-03-26 17:24:58Z,roja
1,103,36,14,2023-01-04 00:25:41Z,verde
3,114,20,15,2023-03-18 03:45:41Z,verde
0,367,173,28,2023-04-11 12:31:01Z,roja
9,285,117,38,2023-02-05 15:25:06Z,roja
9,488,94,11,2023-02-18 03:14:13Z,amarilla
7,428,235,15,2023-02-23 04:52:09Z,roja
1,277,225,14,2023-04-15 19:05:16Z,roja
0,307,112,1,2023-03-15 03:24:45Z,roja
7,458,248,46,2023-04-27 05:14:13Z,roja
3,448,179,19,2023-01-15 05:22:08Z,roja
4,51,37,14,2023-02-20 13:44:44Z,verde
0,44,144,9,2023-04-22 20:50:02Z,roja
2,146,37,4,2023-01-28 00:09:22Z,verde
8,44,12,39,2023-03-25 18:39:27Z,verde
4,251,39,1,2023-04-21 07:29:16Z,verde
2,155,198,27,2023-02-10 08:42:35Z,roja
1,311,228,6,2023-01-19 04:02:22Z,roja
1,302,218,49,2023-01-25 02:49:52Z,roja
9,228,167,19,2023-01-20 10:18:44Z,roja
9,444,69,20,2023-04-04 03:18:13Z,amarilla
6,430,247,9,2023-02-10 03:36:44Z,roja
5,476,163,39,2023-03-31 00:33:03Z,roja
7,314,71,18,2023-04-04 07:40:33Z,amarilla
3,271,224,29,2023-04-26 03:09:08Z,roja
3,172,107,45,2023-01-02 09:16:38Z,roja
7,411,248,30,2023-04-26 08:17:04Z,roja
1,58,129,8,2023-01-20 01:25:52Z,roja
0,468,109,48,2023-04-15 07:16:17Z,roja
9,77,54,8,2023-02-14 03:46:50Z,amarilla
3,52,97,20,2023-04-09 05:13:12Z,amarilla
0,220,211,12,2023-04-29 11:57:46Z,roja
3,181,47,34,2023-04-28 15:15:05Z,verde
3,489,58,26,2023-02-24 11:01:03Z,amarilla
3,464,39,48,2023-01-16 04:17:51Z,verde
5,223,33,24,2023-01-18 05:31:56Z,verde
1,252,172,44,2023-02-26 00:28:45Z,roja
8,475,205,22,2023-01-04 13:05:46Z,roja
5,99,185,0,2023-04-26 08:45:31Z,roja
8,378,121,25,2023-01-28 16:15:22Z,roja
9,76,199,45,2023-03-23 05:56:51Z,roja
1,126,116,48,2023-02-23 01:08:00Z,roja
2,352,54,14,2023-03-03 08:22:31Z,amarilla
4,81,143,31,2023-01-08 15:31:34Z,roja
1,22,93,1,2023-02-01 05:11:14Z,amarilla
7,437,169,23,2023-02-17 16:35:28Z,roja
4,375,160,19,2023-04-07 00:27:28Z,roja
5,218,205,13,2023-02-28 02:07:19Z,roja
3,466,92,21,2023-03-11 06:47:57Z,amarilla
0,473,230,9,2023-04-15 10:11:45Z,roja
2,217,229,13,2023-01-15 05:30:21Z,roja
0,323,209,26,2023-02-16 09:10:40Z,roja
3,22,215,47,2023-02-05 04:39:07Z,roja
8,407,79,35,2023-02-07 03:33:26Z,amarilla
2,380,75,11,2023-02-11 01:45:35Z,amarilla
6,410,207,43,2023-01-22 21:17:40Z,roja
4,180,189,1,2023-03-23 02:01:06Z,roja
5,360,21,48,2023-01-09 19:36:21Z,verde
8,114,51,33,2023-02-23 22:36:08Z,amarilla
5,125,170,32,2023-02-07 08:38:33Z,roja
4,452,141,23,2023-01-26 20:25:04Z,roja
4,144,192,17,2023-01-03 15:01:28Z,roja
3,296,32,26,2023-02-19 12:13:41Z,verde
0,244,71,45,2023-04-25 18:43:42Z,amarilla
2,341,111,14,2023-04-24 08:58:32Z,roja
4,31,225,39,2023-03-23 10:51:49Z,roja
0,208,133,32,2023-01-12 16:14:43Z,roja
2,102,244,0,2023-01-16 13:50:41Z,roja
7,27,30,34,2023-01-22 02:16:49Z,verde
6,52,225,1,2023-02-08 06:17:17Z,roja
2,341,241,14,2023-03-22 07:16:58Z,roja
1,263,68,11,2023-02-17 12:07:27Z,amarilla
0,21,89,20,2023-01-13 06:33:24Z,amarilla
2,82,96,48,2023-04-16 09:55:33Z,amarilla
7,112,32,10,2023-01-10 20:45:09Z,verde
7,305,239,43,2023-02-02 05:58:24Z,roja
5,260,230,12,2023-02-20 14:41:31Z,roja
7,270,242,0,2023-04-15 04:40:38Z,roja
1,380,166,19,2023-01-04 03:40:33Z,roja
2,233,149,25,2023-04-09 10:07:27Z,roja
8,287,12,10,2023-02-01 08:45:42Z,verde
1,118,103,24,2023-01-05 14:31:49Z,roja
9,496,101,4,2023-02-14 08:12:31Z,roja
5,369,94,20,2023-04-07 20:18:47Z,amarilla
4,107,117,8,2023-02-11 10:29:55Z,roja
5,97,14,35,2023-01-21 00:23:29Z,verde
1,300,119,17,2023-03-15 18:37:31Z,roja
7,326,212,47,2023-01-24 01:46:02Z,roja
8,117,239,9,2023-01-13 17:18:24Z,roja
1,471,221,20,2023-04-28 18:39:18Z,roja
0,418,74,32,2023-01-27 18:20:42Z,amarilla
1,178,131,16,2023-02-20 16:52:12Z,roja
1,107,248,4,2023-04-03 01:56:21Z,roja
6,430,117,19,2023-02-24 12:29:03Z,roja
8,302,83,5,2023-03-20 09:56:24Z,amarilla
9,266,161,13,2023-01-17 00:16:44Z,roja
3,187,216,41,2023-01-06 06:21:42Z,roja
2,179,135,14,2023-03-21 09:33:24Z,roja
6,146,140,31,2023-01-23 09:27:46Z,roja
0,14,45,20,2023-04-09 08:40:03Z,verde
9,389,157,14,2023-04-10 08:52:11Z,roja
0,265,108,6,2023-02-19 02:56:14Z,roja
1,371,208,46,2023-02-01 13:12:43Z,roja
3,142,115,38,2023-04-17 13:05:52Z,roja
5,198,178,30,2023-03-25 21:34:05Z,roja
7,228,215,36,2023-04-19 02:18:58Z,roja
8,202,196,9,2023-03-18 04:23:09Z,roja
2,296,33,30,2023-03-18 19:14:08Z,verde
3,157,96,10,2023-01-22 15:57:34Z,amarilla
7,15,57,13,2023-03-04 07:23:41Z,amarilla
3,298,51,48,2023-02-06 10:26:43Z,amarilla
7,346,24,13,2023-02-22 00:43:10Z,verde
2,107,141,3,2023-02-13 07:55:44Z,roja
4,99,57,14,2023-01-26 08:29:08Z,amarilla
1,270,27,9,2023-01-31 20:22:56Z,verde
6,118,86,38,2023-01-28 02:05:46Z,amarilla
2,453,145,45,2023-01-18 18:22:40Z,roja
0,463,182,44,2023-01-22 02:03:21Z,roja
7,252,163,49,2023-02-23 02:22:02Z,roja
3,152,115,43,2023-02-11 16:33:33Z,roja
9,498,154,26,2023-02-11 21:58:43Z,roja
7,303,90,47,2023-01-19 08:15:17Z,amarilla
6,242,94,13,2023-02-05 17:19:47Z,amarilla
7,332,237,28,2023-04-19 18:25:03Z,roja
8,378,59,39,2023-02-18 13:11:18Z,amarilla
4,64,150,49,2023-01-09 15:14:24Z,roja
8,81,76,46,2023-03-10 10:28:51Z,amarilla
9,499,98,45,2023-03-03 08:43:36Z,amarilla
1,436,232,6,2023-04-22 16:46:48Z,roja
2,167,245,3,2023-02-27 00:43:48Z,roja
9,412,246,24,2023-01-21 03:52:39Z,roja
2,328,82,40,2023-02-23 11:44:05Z,amarilla
6,106,136,37,2023-02-22 20:42:52Z,roja
2,257,161,37,2023-02-24 12:37:54Z,roja
1,41,40,14,2023-03-23 13:12:03Z,verde
2,448,153,3,2023-02-19 16:00:56Z,roja
4,61,202,8,2023-03-24 01:12:26Z,roja
0,380,128,26,2023-01-19 04:08:39Z,roja
5,388,246,42,2023-02-15 03:55:53Z,roja
9,397,245,24,2023-03-02 20:08:50Z,roja
4,137,92,3,2023-04-16 12:48:48Z,amarilla
6,155,176,22,2023-04-11 15:03:30Z,roja
3,399,185,38,2023-03-21 15:15:30Z,roja
2,452,17,43,2023-02-07 05:22:05Z,verde
4,139,173,49,2023-01-09 00:27:46Z,roja
5,278,106,3,2023-01-15 20:07:33Z,roja
8,352,44,31,2023-04-26 08:47:07Z,verde
5,36,127,10,2023-03-23 14:12:02Z,roja
4,63,194,8,2023-01-31 03:28:57Z,roja
4,350,27,14,2023-02-21 01:05:57Z,verde
8,386,11,40,2023-04-18 04:29:21Z,verde
7,217,63,45,2023-04-05 02:39:37Z,amarilla
2,167,53,35,2023-02-17 04:08:56Z,amarilla
8,129,151,17,2023-02-22 05:16:27Z,roja
5,96,186,0,2023-03-03 06:56:18Z,roja
0,422,39,38,2023-01-25 18:17:12Z,verde
6,274,89,47,2023-02-23 15:25:21Z,amarilla
3,363,12,46,2023-02-17 15:50:58Z,verde
8,106,195,2,2023-03-22 00:27:10Z,roja
5,117,91,22,2023-03-07 19:16:51Z,amarilla
7,263,155,22,2023-02-02 09:35:21Z,roja
8,105,76,4,2023-02-17 00:22:53Z,amarilla
6,165,172,42,2023-04-24 03:01:42Z,roja
1,179,237,21,2023-01-28 17:02:34Z,roja
5,323,165,3,2023-02-24 10:15:29Z,roja
5,424,11,36,2023-02-20 10:26:19Z,verde
9,218,94,29,2023-04-24 17:36:50Z,amarilla
3,65,63,18,2023-04-15 15:34:26Z,amarilla
4,356,224,20,2023-03-02 08:33:07Z,roja
3,69,52,0,2023-04-14 11:28:51Z,amarilla
0,303,91,35,2023-01-07 13:44:44Z,amarilla
4,266,36,0,2023-03-08 06:15:16Z,verde
3,50,42,2,2023-04-14 18:05:56Z,verde
5,191,238,34,2023-04-04 07:58:21Z,roja
4,283,47,20,2023-04-13 21:12:36Z,verde
5,150,90,6,2023-04-29 16:55:39Z,amarilla
9,153,17,20,2023-04-13 11:56:17Z,verde
1,466,108,15,2023-02-25 22:09:44Z,roja
0,285,91,37,2023-03-20 07:15:25Z,amarilla
6,12,233,45,2023-02-24 01:42:39Z,roja
5,407,127,34,2023-03-23 06:57:29Z,roja
9,446,78,21,2023-01-15 19:37:02Z,amarilla
5,200,42,9,2023-03-07 11:05:01Z,verde
7,129,150,10,2023-04-24 14:58:26Z,roja
5,63,85,19,2023-01-04 22:52:01Z,amarilla
8,320,15,6,2023-02-28 16:27:24Z,verde
7,19,11,39,2023-04-17 20:58:02Z,verde
5,340,86,42,2023-01-21 11:07:08Z,amarilla
4,491,209,18,2023-04-08 03:16:58Z,roja
4,117,178,18,2023-01-27 01:00:02Z,roja
6,436,119,32,2023-03-18 12:56:16Z,roja
4,367,113,21,2023-03-04 01:49:44Z,roja
8,390,237,24,2023-04-05 06:03:07Z,roja
2,262,87,6,2023-01-22 11:43:02Z,amarilla
5,340,105,24,2023-04-05 12:55:11Z,roja
5,407,168,16,2023-01-19 17:40:13Z,roja
2,239,194,19,2023-02-18 20:19:01Z,roja
5,312,38,38,2023-02-07 11:30:10Z,verde
8,335,221,12,2023-04-10 08:57:20Z,roja
7,90,182,44,2023-02-17 03:03:50Z,roja
3,218,236,21,2023-02-15 10:12:41Z,roja
2,441,62,13,2023-01-19 01:57:02Z,amarilla
3,153,247,11,2023-02-19 01:22:07Z,roja
4,18,32,47,2023-02-18 22:30:08Z,verde
0,162,216,44,2023-01-16 22:00:52Z,roja
5,118,227,26,2023-01-19 01:07:19Z,roja
1,276,167,28,2023-01-25 14:57:30Z,roja
9,199,40,22,2023-03-04 22:22:06Z,verde
0,414,75,27,2023-04-14 19:28:00Z,amarilla
5,14,104,14,2023-03-08 18:21:53Z,roja
9,421,126,6,2023-03-24 11:09:55Z,roja
8,153,217,24,2023-03-19 17:07:02Z,roja
8,432,26,24,2023-01-28 09:34:43Z,verde
1,499,156,35,2023-03-30 03:56:49Z,roja
1,328,220,44,2023-01-08 03:35:46Z,roja
2,376,61,12,2023-01-25 06:45:21Z,amarilla
4,141,180,33,2023-04-23 00:57:05Z,roja
6,106,246,25,2023-02-10 07:26:08Z,roja
3,96,93,44,2023-03-02 21:38:04Z,amarilla
5,491,45,9,2023-02-16 04:33:47Z,verde
4,281,94,43,2023-03-23 22:24:54Z,amarilla
9,315,172,49,2023-01-07 12:01:25Z,roja
8,446,166,40,2023-01-18 22:14:33Z,roja
6,442,110,28,2023-03-17 06:41:38Z,roja
9,400,212,48,2023-02-17 03:01:46Z,roja
7,475,245,3,2023-04-14 18:27:39Z,roja
1,151,240,37,2023-02-28 20:44:43Z,roja
0,250,152,46,2023-01-23 12:05:32Z,roja
3,272,98,40,2023-03-07 09:51:11Z,amarilla
0,64,218,48,2023-03-18 15:07:01Z,roja
6,495,143,36,2023-04-22 14:53:34Z,roja
1,349,131,11,2023-03-22 08:21:50Z,roja
8,295,60,1,2023-01-27 21:24:24Z,amarilla
7,375,181,8,2023-04-07 10:14:16Z,roja
6,62,136,24,2023-02-20 22:45:39Z,roja
7,495,110,4,2023-04-17 09:57:09Z,roja
2,294,246,32,2023-03-03 12:52:36Z,roja
1,66,114,46,2023-03-29 11:24:37Z,roja
1,484,40,44,2023-03-28 12:48:18Z,verde
6,171,88,17,2023-04-02 11:13:45Z,amarilla
1,287,137,1,2023-04-27 15:28:43Z,roja
9,479,245,6,2023-03-16 18:19:46Z,roja
7,196,63,4,2023-02-16 16:55:24Z,amarilla
0,234,203,34,2023-03-25 13:07:49Z,roja
2,23,33,41,2023-03-19 19:23:26Z,verde
8,87,58,22,2023-04-16 06:43:47Z,amarilla
4,33,126,22,2023-04-22 02:43:39Z,roja
0,138,223,43,2023-03-09 02:04:00Z,roja
7,340,105,43,2023-01-30 16:49:05Z,roja
3,394,182,6,2023-01-26 21:16:41Z,roja
3,114,27,27,2023-01-04 16:38:43Z,verde
4,412,249,41,2023-01-10 20:02:48Z,roja
1,342,222,12,2023-02-21 20:09:43Z,roja
1,165,35,14,2023-03-23 15:05:25Z,verde
3,156,71,36,2023-02-15 19:23:39Z,amarilla
9,349,22,33,2023-04-02 07:45:33Z,verde
0,107,26,0,2023-04-05 04:21:43Z,verde
9,173,95,9,2023-03-25 11:17:20Z,amarilla
3,89,149,12,2023-01-04 21:46:39Z,roja
1,35,62,5,2023-02-14 01:11:17Z,amarilla
0,430,139,20,2023-03-10 13:15:16Z,roja
4,25,231,34,2023-03-05 04:26:55Z,roja
3,247,112,22,2023-03-13 03:14:08Z,roja
3,450,120,41,2023-03-15 07:10:24Z,roja
3,92,39,22,2023-03-22 12:00:50Z,verde
7,100,45,18,2023-01-17 00:06:01Z,verde
0,39,54,10,2023-03-25 13:06:44Z,amarilla
0,229,135,27,2023-01-19 10:41:08Z,roja
2,72,33,32,2023-01-30 04:10:17Z,verde
6,55,38,15,2023-02-24 19:26:43Z,verde
9,471,198,5,2023-03-11 19:37:18Z,roja
5,149,91,19,2023-01-08 07:53:34Z,amarilla
7,407,22,39,2023-04-10 00:51:41Z,verde
8,55,43,26,2023-01-16 14:18:38Z,verde
0,464,12,16,2023-01-08 17:06:49Z,verde
3,246,235,6,2023-04-06 00:36:25Z,roja
7,165,243,6,2023-03-06 04:16:15Z,roja
8,500,53,39,2023-03-02 22:06:34Z,amarilla
0,229,23,10,2023-04-28 18:17:02Z,verde
2,118,122,0,2023-04-20 05:53:32Z,roja
4,204,59,3,2023-01-04 11:38:19Z,amarilla
8,319,167,19,2023-02-08 04:27:57Z,roja
2,325,115,24,2023-02-28 00:51:39Z,roja
5,461,173,8,2023-04-20 18:45:22Z,roja
9,424,37,0,2023-03-06 21:41:04Z,verde
6,106,189,39,2023-03-05 00:36:27Z,roja
4,215,244,31,2023-01-19 06:39:12Z,roja
0,460,103,18,2023-02-28 11:55:57Z,roja
0,62,150,33,2023-01-18 06:43:45Z,roja
2,479,93,2,2023-04-20 17:23:24Z,amarilla
1,137,133,1,2023-01-20 12:06:30Z,roja
0,74,89,5,2023-02-26 03:23:27Z,amarilla
3,288,51,29,2023-02-21 13:10:33Z,amarilla
7,472,114,39,2023-01-14 02:11:38Z,roja
6,441,196,42,2023-04-06 07:14:00Z,roja
4,476,137,46,2023-03-09 02:31:20Z,roja
1,352,92,3,2023-03-22 01:16:16Z,amarilla
1,19,69,37,2023-03-11 17:51:18Z,amarilla
8,63,73,37,2023-01-23 12:04:07Z,amarilla
5,381,35,0,2023-03-30 14:11:42Z,verde
3,280,228,16,2023-04-08 12:44:27Z,roja
3,379,74,12,2023-04-22 19:43:12Z,amarilla
2,29,234,37,2023-03-09 00:14:06Z,roja
2,101,14,44,2023-04-11 16:31:22Z,verde
7,53,40,47,2023-02-27 16:19:58Z,verde
4,409,102,38,2023-01-09 22:41:13Z,roja
1,47,95,46,2023-01-06 00:58:39Z,amarilla
8,87,181,27,2023-03-16 12:32:45Z,roja
9,272,177,1,2023-01-10 15:32:39Z,roja
0,354,241,3,2023-03-07 15:18:00Z,roja
8,230,43,44,2023-03-02 08:08:40Z,verde
9,104,65,28,2023-01-03 21:18:06Z,amarilla
6,92,126,46,2023-03-07 00:52:27Z,roja
2,302,215,22,2023-01-23 03:12:30Z,roja
1,366,175,20,2023-04-27 14:22:40Z,roja
0,184,110,9,2023-03-10 18:08:47Z,roja
7,13,26,31,2023-03-09 17:08:53Z,verde
1,38,134,13,2023-01-18 00:14:05Z,roja
6,32,194,35,2023-04-29 13:23:22Z,roja
